epoch,train_loss,train_acc,val_loss,val_acc,val_prec,val_rec,val_f1
0,0.616455664167069,0.7105263157894737,0.6263821457338509,0.6637168141592921,0.6583490269930948,0.6691817572099262,0.6559294871794872
1,0.3928203497322997,0.875,0.40128107697400894,0.8672566371681416,0.8558823529411765,0.8651911468812876,0.8598362689159018
2,0.2848955190699214,0.9057017543859649,0.286153307491264,0.9292035398230089,0.9282534246575342,0.9193494299128102,0.9234417344173442
3,0.22731246969940036,0.9144736842105263,0.22340416436246902,0.9380530973451328,0.9356368563685638,0.9312541918175721,0.9333558008256804
4,0.19048388225194826,0.9320175438596491,0.18471490352516975,0.9469026548672567,0.9476027397260274,0.9382964453386988,0.9425813008130082
5,0.16377271278853905,0.9385964912280702,0.1598265632994577,0.9469026548672567,0.9476027397260274,0.9382964453386988,0.9425813008130082
6,0.14163833152038782,0.9539473684210527,0.14198492554879347,0.9557522123893806,0.9547764227642277,0.9502012072434608,0.9523970005897716
7,0.12514907606063314,0.9605263157894737,0.12986594482162195,0.9646017699115044,0.9669520547945205,0.9572434607645876,0.9617208672086721
8,0.11284396947607025,0.9692982456140351,0.12076385442166704,0.9646017699115044,0.9669520547945205,0.9572434607645876,0.9617208672086721
9,0.10293786025262507,0.9714912280701754,0.11302005367856638,0.9646017699115044,0.9669520547945205,0.9572434607645876,0.9617208672086721
10,0.0948853798126199,0.9758771929824561,0.10704490795896358,0.9646017699115044,0.9669520547945205,0.9572434607645876,0.9617208672086721
11,0.08827713638897097,0.9758771929824561,0.10269136510443092,0.9646017699115044,0.9669520547945205,0.9572434607645876,0.9617208672086721
12,0.08255338939707649,0.9758771929824561,0.09851387875279917,0.9734513274336283,0.9797297297297297,0.9642857142857143,0.9711366538952746
13,0.07808048637646585,0.9802631578947368,0.09542317447441742,0.9734513274336283,0.9797297297297297,0.9642857142857143,0.9711366538952746
14,0.07408373364351972,0.9802631578947368,0.09327205689823287,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
15,0.0711230386444084,0.9824561403508771,0.09061196235818195,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
16,0.06734486056698366,0.9846491228070176,0.08891849674536292,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
17,0.06445673871903079,0.9846491228070176,0.08682974926264811,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
18,0.06214544794769723,0.9846491228070176,0.0851340067682213,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
19,0.059957947473537554,0.9846491228070176,0.08387451277182317,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
20,0.058298595882083235,0.9846491228070176,0.0817427801636287,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
21,0.056300446375794365,0.9846491228070176,0.08077568876258981,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
22,0.054566174020844446,0.9868421052631579,0.07992262407616907,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
23,0.05303520635696258,0.9890350877192983,0.08061216875667321,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
24,0.05157973740360868,0.9890350877192983,0.07991754370724252,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
25,0.050095139235028494,0.9890350877192983,0.07971275467921428,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
26,0.04886264213937785,0.9868421052631579,0.08001925905195206,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
27,0.047526589054525545,0.9868421052631579,0.07987406948744752,0.9823008849557522,0.9863013698630136,0.9761904761904762,0.9808604336043361
